productid,Name,ProductPrice,ProductStyle,Fabric,Brand,FabricType,Silhouette,Season,Pattern,WashCase,ColorGroup,TotalSales,FirstMonthSale,SecondMonthSale,ThirdMonthSale
CL0090677,Trapeze hem cotton jersey knit top,74.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Purple,9,4,2,3
CL0090678,Trapeze hem cotton jersey knit top,69.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Red,3,2,1,0
CL0090679,Trapeze hem cotton jersey knit top,69.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Blue,10,2,4,4
CL0090680,Trapeze hem cotton jersey knit top,69.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Navy,9,0,6,3
CL0090702,Shrug style cotton jersey knit top,32.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Red,4,0,1,3
CL0091824,Banded stripe trim colorblock cotton jersey dress,69.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,,Stripes,MACHINE WASH,Red,1,1,0,0
CL0091903,Obi belt cotton jersey peplum top,39.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Green,38,5,8,25
CL0091905,Obi belt cotton jersey peplum top,39.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Spring Summer,,MACHINE WASH,Blue,7,7,0,0
CL0091983,Cotton jersey knit top,36.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Black,3,0,2,1
CL0091984,Cotton jersey knit top,36.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Green,1,1,0,0
CL0091985,Cotton jersey knit top,36.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Red,7,4,2,1
CL0091986,Cotton jersey knit top,36.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Purple,2,0,1,1
CL0091987,Cotton jersey knit top,59.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Green,2,1,0,1
CL0092117,Pintuck pleat cotton jersey top,59.95,Top,Cotton Jersey Knit,WAYWARD FANCIES,KNITS,,Year-Round,,MACHINE WASH,Green,8,2,5,1
CL0092118,Pintuck pleat cotton jersey top,74.95,Top,Cotton Jersey Knit,WAYWARD FANCIES,KNITS,,Year-Round,,MACHINE WASH,Navy,20,9,8,3
CL0092182,Cotton jersey knit top,29.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Black,25,5,9,11
CL0092183,Cotton jersey knit top,74.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Green,18,4,6,8
CL0092184,Cotton jersey knit top,69.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Green,10,2,4,4
CL0092186,Cotton jersey knit top,74.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Navy,20,8,7,5
CL0092187,Cotton jersey knit top,74.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Purple,21,6,9,6
CL0092188,Cotton jersey knit top,29.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Red,19,5,6,8
CL0093687,Cotton jersey harem pant jumpsuit,59.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Red,3,0,2,1
CL0093688,Cotton jersey harem pant jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Green,9,2,4,3
CL0093678,Godet inset cotton jersey trapeze dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,5,1,2,2
CL0093682,Godet inset cotton jersey trapeze dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Black,4,2,1,1
CL0093710,Godet inset cotton jersey trapeze dress,67.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Purple,3,1,2,0
CL0093811,Asymmetric sash tie belt cotton jersey sheath dres,52.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Sheath,Year-Round,,MACHINE WASH,Blue,9,9,0,0
CL0093867,Pleated cross front cotton jersey jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Red,5,3,1,1
CL0094237,Pleat waist melange cotton jersey dress,57.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,hand wash,Gray,4,4,0,0
CL0094313,Stripe cotton jersey sheath dress,62.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,Fall Winter,Stripes,MACHINE WASH,Black,8,7,1,0
CL0095556,Cotton jersey knit vented sheath dress,79.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,Fall Winter,,MACHINE WASH,Black,25,6,13,6
CL0095566,Cotton jersey knit empire sheath dress,56.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,Fall Winter,,MACHINE WASH,Black,3,2,1,0
CL0096317,Ruched raglan sleeve cotton jersey tunic,74.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Green,1,1,0,0
CL0096318,Ruched raglan sleeve cotton jersey tunic,39.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Blue,4,1,2,1
CL0096319,Ruched raglan sleeve cotton jersey tunic,69.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Red,3,2,0,1
CL0096396,Pleated cross front cotton jersey jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Green,30,14,7,9
CL0096397,Pleated cross front cotton jersey jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Navy,11,6,2,3
CL0096398,Pleated cross front cotton jersey jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Purple,16,7,8,1
CL0096413,Dolman sleeve cotton jersey faux wrap dress,79.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Red,4,3,0,1
CL0096961,Cotton jersey sash tie dress,59.95,Dress,Cotton Jersey Knit,Zapelle,WOVEN,Fit-and-flare,,,MACHINE WASH,Red,15,5,7,3
CL0096943,Obi belt cotton jersey wrap tunic,59.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Red,19,2,10,7
CL0096953,Obi belt cotton jersey wrap dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Red,46,21,23,2
CL0096984,Pleated cross front cotton jersey dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Yellow,60,10,30,20
CL0096985,Pleated cross front cotton jersey jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Green,1,1,0,0
CL0097014,Tulip hem cotton jersey surplice top,34.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Red,8,1,7,0
CL0097094,Cotton jersey surplice sheath dress,59.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Red,11,1,3,7
CL0097097,Asymmetric sash tie belt cotton jersey sheath dres,64.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Red,82,6,62,14
CL0097077,Dolman sleeve cotton jersey wrap dress,84.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Fit-and-flare,,,MACHINE WASH,Red,7,1,2,4
CL0097088,Twist waist cotton jersey sheath dress,84.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Navy,15,0,12,3
CL0097137,Cotton jersey knit tunic,69.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Green,13,1,8,4
CL0097185,Pleat shoulder cotton jersey peplum top,34.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Red,5,0,3,2
CL0097274,Asymmetric sash tie belt cotton jersey sheath dres,59.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Blue,22,0,11,11
CL0097275,Asymmetric sash tie belt cotton jersey sheath dres,59.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Blue,46,0,28,18
CL0097276,Asymmetric sash tie belt cotton jersey sheath dres,84.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Purple,24,0,12,12
CL0097277,Asymmetric sash tie belt cotton jersey sheath dres,59.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Green,50,0,23,27
CL0097278,Asymmetric sash tie belt cotton jersey sheath dres,59.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Red,20,0,9,11
CL0097279,Asymmetric sash tie belt cotton jersey sheath dres,59.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Red,20,0,13,7
CL0097280,Asymmetric sash tie belt cotton jersey sheath dres,59.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Red,17,0,5,12
CL0097660,Cotton jersey crop wrap top,74.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Blue,4,0,0,4
CL0088572,Sequin mesh surplice dress,109.95,Dress,Polyester Metallic,WAYWARD FANCIES,KNITS,Fit-and-flare,Fall Winter,,DRY CLEAN,Black,20,9,6,5
CL0088551,Sequin full flare skirt,89.95,Skirt,Polyester Metallic,WAYWARD FANCIES,KNITS,,Fall Winter,,DRY CLEAN,Black,12,4,2,6
CL0088929,Banded empire sequin faux wrap top,79.95,Top,Polyester Metallic,Zapelle,KNITS,,Fall Winter,,DRY CLEAN,Black,14,7,6,1
CL0069821,Ruched floral print crepe dress,89.95,Dress,Poly Crepe de Chine,eShakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Red,23,14,7,2
CL0069957,Pleated floral print crepe maxi dress,94.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Blue,72,24,27,21
CL0070453,Pleated floral print matte crepe maxi dress,119.96,Dress,Poly Crepe de Chine,eShakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Red,18,4,7,7
CL0070479,Star print crepe midi wrap dress,74.95,Dress,Poly Crepe de Chine,eShakti,WOVEN,Fit-and-flare,Fall Winter,Whimsical,MACHINE WASH,Navy,13,5,6,2
CL0070812,Star print crepe pleated surplice peplum top,34.95,Top,Poly Crepe de Chine,eShakti,WOVEN,,,,MACHINE WASH,Navy,43,17,25,1
CL0071194,Floral print crepe sash waist blouse,74.95,Top,Poly Crepe de Chine,eShakti,WOVEN,,Spring Summer,,MACHINE WASH,Blue,4,1,0,3
CL0072032,Star print crepe pleat waist dress,119.95,Dress,Poly Crepe de Chine,eShakti,WOVEN,Fit-and-flare,Fall Winter,Whimsical,MACHINE WASH,Navy,5,2,1,2
CL0079021,Dice print crepe sash tie kaftan,109.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,9,5,0,4
CL0079162,Ombre star print crepe surplice empire dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Whimsical,MACHINE WASH,Violet,8,2,4,2
CL0079689,Night sky print crepe sash tie peplum blouse,74.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,43,14,12,17
CL0079755,Pintuck pleat constellation print crepe tunic,74.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,54,10,25,19
CL0079764,Pintuck pleat forest animal print crepe tunic,74.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Green,4,0,2,2
CL0080320,Animal print crepe shirtdress,74.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Brown,11,1,7,3
CL0080652,Tie-dye floral print crepe elastic waist dress,64.95,Dress,Poly Crepe de Chine,eShakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,17,10,5,2
CL0082098,Tie back neck polka dot print crepe shift dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Black,2,1,1,0
CL0082526,Floral print crepe sash tie kaftan,79.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Multi-colored,1,0,0,1
CL0082559,Watercolor rose print crepe vented maxi dress,79.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,38,17,10,11
CL0082824,Floral print crepe halter style dress,62.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Multi-colored,9,3,3,3
CL0082841,Watercolor rose print crepe halter style dress,109.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,36,13,16,7
CL0083123,Floral print crepe elastic waist blouse,74.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Yellow,2,1,0,1
CL0083859,Floral print crepe sash tie kaftan,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Brown,2,1,1,0
CL0084173,Tie neck lip print crepe shirt,42.95,Top,Poly Crepe de Chine,Zapelle,WOVEN,,,,MACHINE WASH,White,3,1,1,1
CL0084298,Floral print crepe ruched empire top,74.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Green,2,1,1,0
CL0084297,Floral print crepe wrap dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Green,11,3,6,2
CL0084319,Floral print crepe vented maxi dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Yellow,18,5,6,7
CL0084339,Horse print crepe elliptical tunic shirt,74.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Brown,21,8,9,4
CL0084533,Smocked waist tropical butterfly print crepe peplu,74.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Multi-colored,4,3,1,0
CL0084558,Ribbon tie tropical butterfly print crepe top,39.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Multi-colored,1,0,0,1
CL0084635,Plunge tropical butterfly print crepe empire dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Multi-colored,3,1,0,2
CL0085199,Tie-neck scarf print crepe shirtdress,109.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Shirtdress,Fall Winter,,MACHINE WASH,Green,28,8,8,12
CL0085323,Linear stripe print crepe maxi dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,Stripes,MACHINE WASH,Multi-colored,5,1,3,1
CL0085332,Scarf print crepe sash tie kaftan,109.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Multi-colored,14,6,4,4
CL0085353,Bias stripe print crepe wrap dress,65.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,Stripes,MACHINE WASH,Multi-colored,47,8,26,13
CL0085437,Floral print crepe pleat waist dress,66.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Navy,89,16,41,32
CL0085480,Owl and floral vine print crepe wrap dress,72.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,38,16,9,13
CL0085541,Owl and floral vine print crepe maxi dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,17,2,10,5
CL0085528,Owl and floral vine print crepe skirt,79.95,Skirt,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,Floral,MACHINE WASH,Black,36,9,20,7
CL0085614,Shawl collar floral print crepe belted shirtdress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,38,8,18,12
CL0085658,Flora fauna print crepe blousy tiered dress,72.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,White,67,9,29,29
CL0085598,Puff sleeve owl print crepe blouse,34.95,Top,Poly Crepe de Chine,Zapelle,WOVEN,,,,MACHINE WASH,Black,68,24,41,3
CL0085711,Tie waist floral print crepe vented sheath dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Sheath,Fall Winter,Floral,MACHINE WASH,Blue,59,29,24,6
CL0085746,Floral fauna print crepe tunic,39.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,White,1,1,0,0
CL0085755,Floral print crepe smocked dress,139.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Blue,81,28,19,34
CL0085849,Tie waist butterfly print crepe vented sheath dres,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Sheath,Spring Summer,,MACHINE WASH,Blue,25,9,4,12
CL0085857,Butterfly print crepe belted shirtdress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Multi-colored,379,113,146,120
CL0085872,Off-the-shoulder flora fauna print crepe vented ju,62.95,Jumpsuit,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,White,5,1,2,2
CL0085884,One-shoulder butterfly print crepe ruffle flounce ,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Multi-colored,71,10,35,26
CL0085919,Butterfly print crepe shift dress,89.95,Dress,Poly Crepe de Chine,Zapelle,WOVEN,Shirtdress,Fall Winter,,MACHINE WASH,Blue,27,12,10,5
CL0085957,Butterfly print crepe drawstring waist jumpsuit,62.95,Jumpsuit,Poly Crepe de Chine,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Multi-colored,56,13,18,25
CL0086051,Floral print crepe pleat waist dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Red,11,2,6,3
CL0086190,Plunge floral print crepe maxi dress,109.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Red,446,125,170,151
CL0086249,Tropical butterfly print crepe chelsea dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Multi-colored,30,5,12,13
CL0086362,Graphic floral print crepe sash tie kaftan,89.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Off-white,37,8,12,17
CL0086403,Graphic floral print crepe pleat waist dress,78.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Off-white,15,1,9,5
CL0086493,Lace trim polka dot print crepe dress,67.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,White,3,2,1,0
CL0086496,Flutter sleeve ruched crepe top,34.95,Top,Poly Crepe de Chine,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Black,3,0,2,1
CL0086614,Tie back check print crepe dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Gray,8,2,3,3
CL0086676,Polka dot print crepe elastic waist shirtdress,89.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Pink,180,62,62,56
CL0086568,Check print crepe handkerchief hem skirt,57.95,Skirt,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Gray,8,6,0,2
CL0087670,Ruffle trim polka dot print crepe shirt,74.95,Top,Poly Crepe de Chine,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Pink,7,4,0,3
CL0087842,Pintuck pleat flora fauna print crepe tunic,74.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Gray,15,9,3,3
CL0087846,Flora fauna print crepe wrap dress,67.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Gray,1,0,1,0
CL0087863,Flora fauna print crepe pleat waist dress,69.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Gray,2,1,0,1
CL0087877,Pintuck pleat floral print crepe tunic,42.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Green,72,28,26,18
CL0087822,Pintuck pleat floral print crepe tunic,79.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Blue,6,2,3,1
CL0087881,Bird print crepe wrap dress,89.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,132,34,56,42
CL0087920,Floral print crepe pleat waist dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Green,17,5,7,5
CL0088112,Vibrant floral print crepe ruched tier dress,84.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,2,1,1,0
CL0088183,Draped cowl check print crepe dress,89.95,Dress,Poly Crepe de Chine,Zapelle,WOVEN,,,,MACHINE WASH,Black,4,0,2,2
CL0088198,Godet inset check print crepe shift dress,66.95,Dress,Poly Crepe de Chine,Zapelle,WOVEN,,,,MACHINE WASH,Black,1,1,0,0
CL0088284,Pintuck pleat floral print crepe tunic dress,59.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,3,1,2,0
CL0088217,Pleated floral print crepe empire dress,94.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Navy,45,25,12,8
CL0088285,Plaid print crepe banded empire dress,89.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,4,1,2,1
CL0088423,Bird print crepe wrap dress,109.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,10,9,0,1
CL0088502,Pintuck pleat floral print crepe tunic,34.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,34,14,19,1
CL0088432,Floral print crepe smocked dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Red,7,4,3,0
CL0088464,Abstract print crepe empire dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,10,1,6,3
CL0088547,Pintuck pleat polka dot print crepe tunic,74.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Pink,50,27,11,12
CL0088561,Abstract print crepe empire dress,79.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,42,10,19,13
CL0088481,Ombre print crepe maxi dress,89.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,30,11,9,10
CL0088558,Bird print crepe wrap dress,104.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,30,15,3,12
CL0088593,Bird print crepe wrap dress,119.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,26,13,3,10
CL0088781,Illusion tulle polka dot print crepe dress,84.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,,,,MACHINE WASH,White,2,0,2,0
CL0088798,Floral embroidery crepe sash tie kaftan,104.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,hand wash,Black,5,3,2,0
CL0089015,Cutout back heart print crepe ruffle peplum top,42.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Multi-colored,1,0,1,0
CL0089030,Heart print crepe smocked maxi dress,101.45,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Multi-colored,92,32,25,35
CL0089034,Smocked waist ombre print crepe peplum top,41.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Green,1,1,0,0
CL0089019,Heart print crepe slip dress,59.95,Dress,Poly Crepe de Chine,Zapelle,WOVEN,Shift,Spring Summer,,MACHINE WASH,Red,1,1,0,0
CL0089049,Bird print crepe empire dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Green,13,3,4,6
CL0089024,Ruched heart print crepe dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Multi-colored,7,0,5,2
CL0089029,Heart print crepe vented maxi dress,109.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Red,12,1,6,5
CL0089103,Split sleeve pleated bird print crepe blouse,40.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Green,4,2,1,1
CL0089057,Woodland print crepe empire dress,119.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,23,10,9,4
CL0089100,Woodland print ruched crepe dress,119.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,38,13,13,12
