Name,ProductPrice,ProductStyle,Fabric,Brand,FabricType,Silhouette,Season,Pattern,WashCase,ColorGroup,TotalSales,FirstMonthSale,SecondMonthSale
Bird floral print georgette pleated empire dress,74.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Red,2,8,2
Floral print georgette faux-wrap dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Orange,1,1,1
Bird floral print georgette pleated dress,119.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Navy,2,11,2
Ruffle floral bird butterfly print georgette smock,34.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,1,0,1
Ruffle floral bird butterfly print georgette smock,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Navy,2,1,2
Floral print georgette maxi skirt,89.95,Skirt,Georgette,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Red,3,5,3
Floral print georgette smocked waist peplum top,79.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Purple,7,1,7
Ruffle rose print georgette pleat waist dress,119.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Beige,6,23,6
Pastel floral print georgette drop waist shirtdres,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shirtdress,Spring Summer,Floral,MACHINE WASH,Off-white,4,1,4
Ikat print georgette tie-back empire dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Beige,2,3,2
Shell print georgette tie waist shirtdress,59.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Black,7,11,7
Ombre floral print georgette pleated empire dress,79.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Purple,6,9,6
Ombre floral print georgette pleated empire dress,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Purple,8,27,8
Floral print georgette pleated empire waist dress,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Yellow,1,2,1
Flutter sleeve floral print georgette pleat waist ,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,4,4,4
Ikat print georgette surplice empire dress,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Graphic,MACHINE WASH,Blue,1,5,1
Ikat print georgette smocked waist dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Graphic,MACHINE WASH,Blue,2,2,2
Ombre floral print georgette dress,64.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Navy,3,1,3
Pintuck floral print georgette ruffle flounce dres,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Red,2,5,2
Pintuck floral print georgette ruffle flounce dres,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,Floral,MACHINE WASH,Black,1,1,1
Owl print georgette pleated empire dress,89.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Brown,3,6,3
Smocked waist graphic floral print georgette dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Brown,2,1,2
Ornate floral print georgette pleated dress,109.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,3,10,3
Flutter sleeve floral print georgette dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,1,6,1
Tie waist floral print georgette dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,1,2,1
Smocked waist floral mosaic print georgette dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,1,1,1
Pleat waist graphic geo print georgette dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Graphic,MACHINE WASH,Brown,1,2,1
Pleat waist paisley print georgette dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Graphic,MACHINE WASH,Black,3,1,3
Pleat waist graphic floral print georgette dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Graphic,MACHINE WASH,Black,1,4,1
Cross-hatch suiting shift dress,79.95,Dress,Polyester,Zapelle,WOVEN,Shift,Fall Winter,,MACHINE WASH,Navy,2,1,2
Cross-hatch suiting shift dress,79.95,Dress,Polyester,Zapelle,WOVEN,Shift,Fall Winter,,MACHINE WASH,Navy,1,4,1
Ponte knit belted sheath dress,76.95,Dress,Ponte Knit,eshakti,KNITS,Sheath,Fall Winter,,MACHINE WASH,Black,1,1,1
Metal zip back ponte knit dress,89.95,Dress,Ponte Knit,Zapelle,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,1,3,1
Metal zip back ponte knit sheath dress,89.95,Dress,Ponte Knit,Zapelle,KNITS,Sheath,Fall Winter,,MACHINE WASH,Black,1,0,1
Asymmetric hem jersey knit dress,49.95,Dress,Jersey Knit,Zapelle,KNITS,Sheath,Fall Winter,,MACHINE WASH,Black,1,0,1
Contrast trim poplin dress,54.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Green,1,1,1
Floral embellished poplin tunic,34.95,Top,Cotton Poplin,WAYWARD FANCIES,WOVEN,,Year-Round,,MACHINE WASH,Navy,9,5,9
Pintuck poplin peplum shirt,69.95,Top,Cotton Poplin,Zapelle,WOVEN,,Year-Round,,MACHINE WASH,Black,3,1,3
Floral vine embroidery cotton poplin maxi dress,159.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Black,5,13,5
Colorblock cotton jersey and poplin shirt,69.95,Top,Cotton Poplin,ZAPELLE,WOVEN,,,,MACHINE WASH,Black,1,0,1
Cord embroidery cotton poplin full skirt,79.95,Skirt,Cotton Poplin,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Navy,2,9,2
Drop waist cotton poplin shirtdress,79.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,White,1,0,1
Asymmetric waist cotton poplin shirtdress,73.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,3,7,3
Textured pleat trim cotton poplin tunic,69.95,Top,Cotton Poplin,Zapelle,WOVEN,,Year-Round,,MACHINE WASH,White,3,2,3
Buckle tab waist cotton poplin dress,49.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,4,7,4
Contrast trim cotton poplin dress,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,White,2,5,2
Asymmetric seam cotton poplin A-line dress,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,White,1,4,1
Asymmetric waist cotton poplin shirtdress,79.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,3,3,3
Asymmetric neck pintuck pleat cotton poplin dress,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,2,3,2
Contrast top-stitch cotton poplin dress,59.95,Dress,Cotton Poplin,eshakti,WOVEN,A-Line,Fall Winter,,MACHINE WASH,Navy,11,49,11
Contrast top-stitch cotton poplin skirt,64.95,Skirt,Cotton Poplin,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Navy,1,2,1
Zip front abstract colorblock poplin dress,64.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Fall Winter,Graphic,MACHINE WASH,Green,19,12,19
Floral embroidery cotton poplin tiered shift dress,89.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,,MACHINE WASH,Black,1,0,1
Zip front abstract color block poplin dress,99.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,White,1,5,1
Zip front abstract color block poplin dress,64.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,White,4,21,4
Tie-neck cotton poplin shirtdress,52.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Green,1,0,1
Cotton poplin and chambray sash tie shirtdress,73.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,42,34,42
Cotton poplin belted A-line dress,54.95,Dress,Cotton Poplin,eshakti,WOVEN,Shirtdress,Year-Round,,MACHINE WASH,Navy,2,2,2
Pintuck pleat cotton poplin shirt,69.95,Top,Cotton Poplin,Zapelle,WOVEN,,Year-Round,,MACHINE WASH,White,1,2,1
Floral embroidery ruffle flounce cotton poplin dre,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,White,2,0,2
Cotton poplin shirred tier skirt,69.95,Skirt,Cotton Poplin,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Navy,1,5,1
Pintuck pleat cotton poplin shirt,69.95,Top,Cotton Poplin,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Red,2,6,2
Pintuck pleat cotton poplin shirt,69.95,Top,Cotton Poplin,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Navy,1,1,1
Knot waist cotton poplin shirtdress,49.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,4,8,4
Floral embroidery cotton poplin A-line dress,99.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Black,2,1,2
Asymmetric ruffle tier cotton poplin skirt,74.95,Skirt,Cotton Poplin,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Red,1,1,1
Asymmetric ruffle tier cotton poplin skirt,74.95,Skirt,Cotton Poplin,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,2,4,2
Asymmetric ruffle tier cotton poplin skirt,56.95,Skirt,Cotton Poplin,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,3,8,3
Pintuck pleat cotton poplin shirt,69.95,Top,Cotton Poplin,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Black,4,1,4
Knot front smocked cotton poplin dress,59.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,1,1,1
Wide-leg cotton poplin jumpsuit,89.95,Jumpsuit,Cotton Poplin,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Black,3,6,3
Contrast collar colorblock cotton poplin dress,79.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,2,5,2
Asymmetric waist cotton poplin shirtdress,64.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,2,14,2
Rayon Crinkle corset-style dress,84.95,Dress,Rayon Crinkle,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Green,18,60,18
Rayon Crinkle corset-style dress,99.95,Dress,Rayon Crinkle,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Black,6,9,6
Rayon Crinkle corset-style dress,79.95,Dress,Rayon Crinkle,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Purple,11,11,11
Floral embroidery Rayon Crinkle shirt,79.95,Top,Rayon Crinkle,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,1,1,1
Pintuck pleat cotton jersey shift dress,59.95,Dress,Cotton Spandex,eshakti,KNITS,Shift,,,MACHINE WASH,Blue,1,1,1
Contrast trim cotton jersey knit faux wrap dress,99.95,Dress,Cotton Spandex,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Blue,1,0,1
Banded empire cotton jersey surplice dress,67.95,Dress,Cotton Spandex,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,2,0,2
Banded empire cotton jersey surplice dress,67.95,Dress,Cotton Spandex,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,1,7,1
Ruched bib cotton knit  A-line dress,59.95,Dress,Cotton Spandex,eshakti,KNITS,Shift,Fall Winter,,MACHINE WASH,Blue,2,2,2
Contrast tipped trim cotton jersey dress,69.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Gray,3,3,3
Contrast sleeve cotton jersey draped shift dress,79.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Shift,Fall Winter,Colorblock,MACHINE WASH,Black,1,2,1
Asymmetric collar cotton jersey top,74.95,Top,Cotton Jersey Knit,ZAPELLE,KNITS,,,,MACHINE WASH,Purple,1,0,1
Ruched bib cotton jersey A-line dress,79.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Shift,Fall Winter,,MACHINE WASH,Red,1,0,1
Gathered waist cotton jersey shirtdress,79.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,,,MACHINE WASH,Black,1,3,1
Scallop neck cotton knit empire dress,89.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Purple,1,1,1
Contrast trim cotton jersey tunic,69.95,Top,Cotton Jersey Knit,ZAPELLE,KNITS,,,,MACHINE WASH,Black,2,1,2
Asymmetric collar cotton jersey top,74.95,Top,Cotton Jersey Knit,ZAPELLE,WOVEN,,,,MACHINE WASH,Gray,1,1,1
Cotton jersey belted shift shirtdress,69.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Shirtdress,Fall Winter,,MACHINE WASH,Blue,1,1,1
Banded empire cotton jersey surplice dress,69.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,1,1,1
Contrast trim cotton jersey A-line dress,89.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Shift,Year-Round,,MACHINE WASH,Red,1,0,1
Asymmetric waist cotton jersey shirtdress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,3,1,3
Asymmetric waist cotton jersey shirtdress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,1,5,1
Cross front cotton jersey sheath dress,54.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Sheath,Fall Winter,,MACHINE WASH,Green,1,1,1
Pleat neck cotton jersey A-line dress,63.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,2,0,2
Pleat cotton jersey sheath dress,54.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Sheath,Fall Winter,,MACHINE WASH,Purple,1,2,1
Pintuck pleat cotton jersey shift dress,54.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Shift,Year-Round,,MACHINE WASH,Green,1,2,1
Pintuck pleat cotton jersey shift dress,54.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Shift,Fall Winter,,MACHINE WASH,Purple,1,2,1
Asymmetric tie waist cotton jersey dress,54.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,1,2,1
Flap pocket cotton jersey full skirt,69.95,Skirt,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Black,4,5,4
Floral embroidery cotton jersey A-line dress,65.95,Dress,Cotton Jersey Knit,WAYWARD FANCIES,KNITS,A-Line,Fall Winter,,MACHINE WASH,Black,7,15,7
Sash-tie cotton jersey flared skirt,69.95,Skirt,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Green,1,7,1
Cotton jersey knit release pleat dress,63.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Navy,1,0,1
Asymmetric wrap front cotton jersey dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,1,1,1
Sweetheart surplice cotton jersey dress,89.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Black,1,1,1
Linear colorblock cotton jersey shift dress,62.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Shift,Fall Winter,,MACHINE WASH,Blue,1,0,1
Two-tone cotton jersey dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,1,0,1
Asymmetric neck cotton jersey sash-tie dress,99.95,Dress,Cotton Jersey Knit,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,1,0,1
Tie waist cotton jersey shift dress,79.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Shift,Fall Winter,,MACHINE WASH,Blue,1,2,1
Floral embroidery cotton jersey smocked waist dres,67.95,Dress,Cotton Jersey Knit,WAYWARD FANCIES,KNITS,Fit-and-flare,,,MACHINE WASH,Black,1,0,1
Tie waist cotton jersey shift dress,57.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Shift,Fall Winter,,MACHINE WASH,Red,2,0,2
Cotton jersey knit release pleat dress,67.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Black,1,1,1
Sweetheart cotton jersey empire dress,69.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Black,3,8,3
Ruffle popover cotton jersey belted shirtdress,99.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Shirtdress,Fall Winter,,MACHINE WASH,Gray,1,1,1
Leafy vine embroidery cotton jersey dress,67.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,7,8,7
Contrast trim cotton jersey dress,69.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,1,14,1
Zip front contrast trim cotton jersey shift dress,84.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Shift,Year-Round,,MACHINE WASH,Purple,1,0,1
Floral embroidery cotton jersey dress,104.95,Dress,Cotton Jersey Knit,WAYWARD FANCIES,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Blue,1,4,1
Sporty colorblock cotton jersey dress,74.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,1,1,1
Colorblock cotton jersey vented dress,59.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Shift,Fall Winter,,MACHINE WASH,Blue,1,0,1
Front metal zip cotton jersey colorblock dress,56.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,5,8,5
Asymmetric seam cotton jersey draped shift dress,84.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Shift,Fall Winter,,MACHINE WASH,Blue,1,2,1
Linear colorblock cotton jersey dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,1,3,1
Sporty colorblock cotton jersey dress,72.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,2,1,2
Pintuck pleat cotton jersey shift dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Shift,Fall Winter,,MACHINE WASH,Red,1,0,1
Radiating pleat front cotton jersey dress,79.95,Dress,Cotton Jersey Knit,eshakti,KNITS,A-Line,Fall Winter,,MACHINE WASH,Blue,1,1,1
High-low hem cotton jersey wrap dress,84.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,2,2,2
Cotton jersey ruched tier dress,99.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Shift,Fall Winter,,MACHINE WASH,Black,4,8,4
Cotton jersey hoodie shift dress,79.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Shift,Fall Winter,,MACHINE WASH,Red,1,1,1
Godet inset cotton jersey shift dress,84.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Shift,Fall Winter,,MACHINE WASH,Blue,2,2,2
Hooded cotton jersey drawstring dress,84.95,Dress,Cotton Jersey Knit,Zapelle,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,2,5,2
Flap pocket cotton jersey full skirt,74.95,Skirt,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Purple,3,5,3
Ombre star print smocked waist crepe dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Whimsical,MACHINE WASH,Navy,2,3,2
Ombre plaid print pleated crepe dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Plaid,MACHINE WASH,Black,2,4,2
Ombre star print crepe pleated empire maxi dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Whimsical,MACHINE WASH,Blue,1,3,1
Zip front ombre star print crepe dress,119.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Whimsical,MACHINE WASH,Navy,3,5,3
Ombre star print crepe pleated empire dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Whimsical,MACHINE WASH,Blue,3,6,3
Asymmetric tie-front stripe dot print crepe jumpsu,99.95,Jumpsuit,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Green,2,1,2
Floral print crepe pleated empire dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Green,1,4,1
Ombre star print crepe shoulder tie dress,109.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,1,7,1
Floral print crepe pleated dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,,,,MACHINE WASH,Blue,1,3,1
Tie-dye print crepe pleated empire dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,,,,MACHINE WASH,Gray,1,2,1
Graphic stripe print crepe tie-waist jumpsuit,57.95,Jumpsuit,Poly Crepe de Chine,Zapelle,WOVEN,,Spring Summer,Stripes,MACHINE WASH,Multi-colored,7,5,7
Graphic stripe print crepe tie-waist jumpsuit,99.95,Jumpsuit,Poly Crepe de Chine,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Orange,1,6,1
Graphic stripe print crepe elastic waist dress,79.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,Stripes,MACHINE WASH,Orange,4,26,4
Graphic print crepe empire dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Orange,2,0,2
Bird print crepe tie-waist jumpsuit,99.95,Jumpsuit,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,8,14,8
Tie-neck graphic print crepe sheath dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Sheath,Fall Winter,,MACHINE WASH,Blue,1,3,1
Graphic stripe print crepe pleated dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Spring Summer,Stripes,MACHINE WASH,Multi-colored,1,1,1
Ombre star print crepe pleated empire  dress,119.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,2,3,2
Graphic stripe print crepe pleated empire peplum t,74.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Multi-colored,3,5,3
Tie neck abstract print crepe sheath dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Sheath,Fall Winter,,MACHINE WASH,Navy,1,3,1
Button tab dolman sleeve floral print crepe top,29.95,Top,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,9,17,9
Floral print crepe sash-tie dress,139.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Pink,2,6,2
Broken stripe print crepe sash-tie tunic,74.95,Top,Poly Crepe de Chine,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Off-white,2,1,2
Tassel tie broken stripe print crepe shift dress,89.95,Dress,Poly Crepe de Chine,Zapelle,WOVEN,Shift,Spring Summer,,MACHINE WASH,Black,1,1,1
Broken stripe print crepe pleated shirt,74.95,Top,Poly Crepe de Chine,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Black,1,3,1
Floral print crepe belted shirtdress,109.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Pink,1,4,1
Tie waist floral print crepe shirtdress,89.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Pink,1,3,1
Floral print crepe pleated dress,69.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Pink,4,9,4
Pleat front floral dot print crepe maxi dress,69.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Pink,5,11,5
